text,clean_double_ws,text_en,scores,compound,comp_scores
Ka. Kanwil Kemenkumham Sulteng Budi Argap Situngkir apresiasi temuan narkoba karena jajaran Lapas Luwuk tidak lengah walaupun menjelang momentum hari raya Idul Adha.,Ka. Kanwil Kemenkumham Sulteng Budi Argap Situngkir apresiasi temuan narkoba karena jajaran Lapas Luwuk tidak lengah walaupun menjelang momentum hari raya Idul Adha.,Ka. Regional Office of the Ministry of Law and Human Rights for Central Sulawesi Budi Argap Situngkir appreciated the drug discovery because Luwuk Prison officials were not careless even though the Eid al-Adha holiday was approaching.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Hasil temuan sabu yang ditemukan pihak Lapas Luwuk Kanwil Kemenkumham Sulteng telah diserahkan ke Polres Banggai. Budi Argap Situngkir,Hasil temuan sabu yang ditemukan pihak Lapas Luwuk Kanwil Kemenkumham Sulteng telah diserahkan ke Polres Banggai. Budi Argap Situngkir,"The results of the methamphetamine found by the Luwuk Prison, Regional Office of the Ministry of Law and Human Rights, Central Sulawesi have been handed over to the Banggai Police. Budi Argap Situngkir","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 RUU Pemasyarakatan Resmi Diundangkan Wujudkan Keadilan Restoratif dan Sistem Peradilan Terpadu ,RUU Pemasyarakatan Resmi Diundangkan Wujudkan Keadilan Restoratif dan Sistem Peradilan Terpadu,Corrections Bill Officially Enacted to Realize Restorative Justice and Integrated Justice System,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Rapat Persiapan Rangkaian Kegiatan Peringatan Hari Dharma Karya Dhika Ke-77 Oleh Kanwil Kemenkumham Sulteng ,Rapat Persiapan Rangkaian Kegiatan Peringatan Hari Dharma Karya Dhika Ke-77 Oleh Kanwil Kemenkumham Sulteng,Preparatory Meeting for a Series of Activities to Commemorate the 77th Dharma Karya Dhika Day by the Central Sulawesi Regional Office of the Ministry of Law and Human Rights,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 KANWIL KEMENKUMHAM SULTENG TERUS EDUKASI MASYARAKAT TERKAIT KEWARGANEGARAAN ,KANWIL KEMENKUMHAM SULTENG TERUS EDUKASI MASYARAKAT TERKAIT KEWARGANEGARAAN,KANWIL KEMENKUMHAM SULTENG CONTINUES TO EDUCATE THE COMMUNITY REGARDING CITIZENSHIP,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Persatuan Futsal Pengayoman Ikuti Turnamen Futsal Fest Vol. 1 2022 ,Persatuan Futsal Pengayoman Ikuti Turnamen Futsal Fest Vol. 1 2022,Pengayoman Futsal Association Takes Part in Futsal Fest Tournament Vol. 1 2022,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Kek nya aku nulis udah jelas deh dari batui ke luwuk ini yg balas storyku malah ngasih tau kalo ada mas ini itu dll yg di luwuk mau ke batui ,Kek nya aku nulis udah jelas deh dari batui ke luwuk ini yg balas storyku malah ngasih tau kalo ada mas ini itu dll yg di luwuk mau ke batui,"It's great that I wrote it and it's clear from Batui to Luwuk. The one who replied to my story even told me if there was a bro, this or that, etc. in Luwuk who wanted to go to Batui.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Antusias Masyarakat Sulawesi Tengah dalam Penyelenggaraan Mobile IP Clinic Kanwil Kemenkumham Sulteng ,Antusias Masyarakat Sulawesi Tengah dalam Penyelenggaraan Mobile IP Clinic Kanwil Kemenkumham Sulteng,The Enthusiastic People of Central Sulawesi in Organizing the Mobile IP Clinic of the Central Sulawesi Ministry of Law and Human Rights Regional Office,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Mobile Intellectual Property Clinic (MIPC) Kanwil Kemenkumham Sulteng di Kabupaten Sigi ,Mobile Intellectual Property Clinic (MIPC) Kanwil Kemenkumham Sulteng di Kabupaten Sigi,"Mobile Intellectual Property Clinic (MIPC) Regional Office of the Ministry of Law and Human Rights, Central Sulawesi in Sigi Regency","{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.5106}",0.5106,positif
Kanwil Kemenkumham Sulteng lakukan Penguatan Administrasi pada Kanim Kelas II Non-TPI Banggai.,Kanwil Kemenkumham Sulteng lakukan Penguatan Administrasi pada Kanim Kelas II Non-TPI Banggai.,Central Sulawesi Regional Office of the Ministry of Law and Human Rights carried out Administrative Strengthening for Class II Non-TPI Banggai Kanim.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Kemenkumham Raih Penghargaan Standar Pelayanan Publik ,Kemenkumham Raih Penghargaan Standar Pelayanan Publik,Ministry of Law and Human Rights Wins Public Service Standard Award,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Upacara Peringatan Hari Lahir Pancasila Tahun 2022 Kanwil Kemenkumham Sulteng ,Upacara Peringatan Hari Lahir Pancasila Tahun 2022 Kanwil Kemenkumham Sulteng,"Ceremony to Commemorate the Birth of Pancasila in 2022 Regional Office of the Ministry of Law and Human Rights, Central Sulawesi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Kegiatan Pembinaan dan Monitoring Pengelolaan Sistem Informasi Pelayanan Publik (SIPP) di Kanwil Kemenkumham Sulteng ,Kegiatan Pembinaan dan Monitoring Pengelolaan Sistem Informasi Pelayanan Publik (SIPP) di Kanwil Kemenkumham Sulteng,"Development and Monitoring Activities for Management of Public Service Information Systems (SIPP) at the Regional Office of the Ministry of Law and Human Rights, Central Sulawesi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Kegiatan Monitoring Sosialisasi dan Telahaan Kebijakan Program Pemasyarakatan di Lingkungan Kanwil Kemenkumham Sulteng ,Kegiatan Monitoring Sosialisasi dan Telahaan Kebijakan Program Pemasyarakatan di Lingkungan Kanwil Kemenkumham Sulteng,"Monitoring Activities for Socialization and Implementation of Correctional Program Policies within the Regional Office of the Ministry of Law and Human Rights, Central Sulawesi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Kanwil Kemenkumham Sulteng Ikuti Workshop Penguatan Kerja Sama secara Virtual ,Kanwil Kemenkumham Sulteng Ikuti Workshop Penguatan Kerja Sama secara Virtual,Central Sulawesi Ministry of Law and Human Rights Regional Office Participates in Virtual Cooperation Strengthening Workshop,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Kegiatan Ujian Tulis Seleksi Kenaikan Pangkat Penyesuaian Ijazah dan Ujian Dinas pada Kanwil Kemenkumham Sulteng Tahun Anggaran 2022 ,Kegiatan Ujian Tulis Seleksi Kenaikan Pangkat Penyesuaian Ijazah dan Ujian Dinas pada Kanwil Kemenkumham Sulteng Tahun Anggaran 2022,Written Examination Activities for Selection for Promotion of Diploma Adjustments and Service Examinations at the Central Sulawesi Regional Office of the Ministry of Law and Human Rights for Fiscal Year 2022,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Langkah yang Segera diambil Kanwil Kemenkumham Sulteng Setelah Lulus TPI ,Langkah yang Segera diambil Kanwil Kemenkumham Sulteng Setelah Lulus TPI,Steps to be taken immediately by the Central Sulawesi Regional Office of the Ministry of Law and Human Rights after passing the TPI,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Kanwil Kemenkumham Sulteng Sayangkan Warga Binaan Selundupkan Narkoba ke Rutan Lewat Makanan ,Kanwil Kemenkumham Sulteng Sayangkan Warga Binaan Selundupkan Narkoba ke Rutan Lewat Makanan,Central Sulawesi Ministry of Law and Human Rights Regional Office Regrets Inmates Smuggling Drugs into Detention Centers Through Food,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Kanwil Kemenkumham Sulteng Apresiasi Rutan Palu yang Gagalkan Penyelundupan Narkoba ,Kanwil Kemenkumham Sulteng Apresiasi Rutan Palu yang Gagalkan Penyelundupan Narkoba,Central Sulawesi Ministry of Law and Human Rights Regional Office Appreciates Palu Detention Center for Failing Drug Smuggling,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Kegiatan Penilaian TPI pada Kanwil Kemenkumham Sulteng ,Kegiatan Penilaian TPI pada Kanwil Kemenkumham Sulteng,"TPI Assessment Activities at the Regional Office of the Ministry of Law and Human Rights, Central Sulawesi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Kegiatan Deklarasi Pernyataan Pencanangan Layanan Publik dan Pembinaan Lembaga Publik Berbasis HAM Kanwil Kemenkumham Sulteng ,Kegiatan Deklarasi Pernyataan Pencanangan Layanan Publik dan Pembinaan Lembaga Publik Berbasis HAM Kanwil Kemenkumham Sulteng,"Activities: Declaration of Statement on the Launching of Public Services and Development of Human Rights-Based Public Institutions, Central Sulawesi Regional Office of the Ministry of Law and Human Rights","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Kegiatan Supervisi Pagu Indikatif Tahun Anggaran 2023 Kanwil Kemenkumham Sulteng ,Kegiatan Supervisi Pagu Indikatif Tahun Anggaran 2023 Kanwil Kemenkumham Sulteng,"Indicative Ceiling Supervision Activities for Fiscal Year 2023 Regional Office of the Ministry of Law and Human Rights, Central Sulawesi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Ditanyain mumi klp lain skrg knp batui jarang bikin acara dlu sering skali bikin story ngumpul Krna akunya di luwuk mumi di komplek batui kan tinggal aku ,Ditanyain mumi klp lain skrg knp batui jarang bikin acara dlu sering skali bikin story ngumpul Krna akunya di luwuk mumi di komplek batui kan tinggal aku,"Mummy asked why it was different now, why does Batui rarely make events before he often makes story gatherings? Because his account is in Luwuk. Mummy lives in the Batui complex, right?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Upacara Hari Kebangkitan Nasional 2022 Kanwil Kemenkumham Sulteng ,Upacara Hari Kebangkitan Nasional 2022 Kanwil Kemenkumham Sulteng,"2022 National Awakening Day Ceremony, Regional Office of the Ministry of Law and Human Rights, Central Sulawesi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Kanwil Kemenkumham Sulteng: Antisipasi Setiap Kendala Guna Lancarkan Kegiatan ,Kanwil Kemenkumham Sulteng: Antisipasi Setiap Kendala Guna Lancarkan Kegiatan,Central Sulawesi Regional Office of the Ministry of Law and Human Rights: Anticipate Every Obstacle to Smooth Activities,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Kegiatan Penilaian Kompetensi Kanwil Kemenkumham Sulteng ,Kegiatan Penilaian Kompetensi Kanwil Kemenkumham Sulteng,"Competency Assessment Activities of the Regional Office of the Ministry of Law and Human Rights, Central Sulawesi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Monitoring Kebersihan Lingkungan Kanwil Kemenkumham Sulteng ,Monitoring Kebersihan Lingkungan Kanwil Kemenkumham Sulteng,"Monitoring Environmental Cleanliness of the Regional Office of the Ministry of Law and Human Rights, Central Sulawesi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Kakanwil Periksa Kehadiran Pegawai Pastikan Kedisiplinan Pegawai Kanwil Kemenkumham Sulteng ,Kakanwil Periksa Kehadiran Pegawai Pastikan Kedisiplinan Pegawai Kanwil Kemenkumham Sulteng,Head of Regional Office Checks Employee Attendance to Ensure Staff Discipline of Central Sulawesi Regional Office of Ministry of Law and Human Rights,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Unit Pelayanan Teknis (UPT) kantor Bapas Kelas II Luwuk jajaran Kementerian Hukum dan HAM Sulawesi Tengah selalu mencoba memberikan pelayanan yang terbaik untuk masyarakat.,Unit Pelayanan Teknis (UPT) kantor Bapas Kelas II Luwuk jajaran Kementerian Hukum dan HAM Sulawesi Tengah selalu mencoba memberikan pelayanan yang terbaik untuk masyarakat.,The Technical Services Unit (UPT) of the Luwuk Class II Bapas office within the Ministry of Law and Human Rights of Central Sulawesi always tries to provide the best service to the community.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Rabu 27 April 2022 Pejabat dan staf Bapas Luwuk ikuti Upacara Peringatan Hari Bhakti Pemasyarakatan ke 58 yang diselenggarakan terpusat dan diikuti secara virtual (Humas Bapas Luwuk),Rabu 27 April 2022 Pejabat dan staf Bapas Luwuk ikuti Upacara Peringatan Hari Bhakti Pemasyarakatan ke 58 yang diselenggarakan terpusat dan diikuti secara virtual (Humas Bapas Luwuk),Wednesday 27 April 2022 Bapas Luwuk officials and staff took part in the 58th Correctional Service Day Commemoration Ceremony which was held centrally and attended virtually (Public Relations of Bapas Luwuk),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Jumat 23 April 2022 Dalam rangka memperingati Hari Bakti Pemasyarakatan ke 58 PIPAS Bapas Luwuk bersama Lapas Luwuk adakan Bhakti Sosial dan Ziarah ke TMP Tanjung Tuwis Luwuk (Humas Bapas Luwuk),Jumat 23 April 2022 Dalam rangka memperingati Hari Bakti Pemasyarakatan ke 58 PIPAS Bapas Luwuk bersama Lapas Luwuk adakan Bhakti Sosial dan Ziarah ke TMP Tanjung Tuwis Luwuk (Humas Bapas Luwuk),"Friday 23 April 2022 In commemoration of the 58th Correctional Service Day, PIPAS Bapas Luwuk together with Luwuk Prison held a Social Service and Pilgrimage to TMP Tanjung Tuwis Luwuk (Public Relations Bapas Luwuk)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Rabu 20 April 2022 Dalam rangka memperingati Hari Bhakti Pemasyarakatan ke 58 Bapas Luwuk bersama Lapas Luwuk adakan tabur bunga bertempat di Taman Makam Pahlawan Tanjung Tuwis Luwuk. Kegiatan ini bertujuan untuk mengenang dan menghormati jasa para pahlawan yang telah gugur. -,Rabu 20 April 2022 Dalam rangka memperingati Hari Bhakti Pemasyarakatan ke 58 Bapas Luwuk bersama Lapas Luwuk adakan tabur bunga bertempat di Taman Makam Pahlawan Tanjung Tuwis Luwuk. Kegiatan ini bertujuan untuk mengenang dan menghormati jasa para pahlawan yang telah gugur. -,"Wednesday 20 April 2022 In commemoration of the 58th Correctional Service Day, Luwuk Fathers together with Luwuk Prison held a flower display at the Tanjung Tuwis Luwuk Heroes' Cemetery. This activity aims to remember and honor the services of fallen heroes. -","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Luwuk dingin bener dah,Luwuk dingin bener dah,Luwuk is really cold,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Kalo misal jodohku dtgnya bentar lg harapannya sih orang luar Sulawesi atau paling engga bukan orang luwuk dan sekitarnya alasanya biar bisa ngelupain masa lalu tapi aku bisa engga ya jauhan dari mama bapak walaupun keliatan sok keras aslinya aku manja banget ,Kalo misal jodohku dtgnya bentar lg harapannya sih orang luar Sulawesi atau paling engga bukan orang luwuk dan sekitarnya alasanya biar bisa ngelupain masa lalu tapi aku bisa engga ya jauhan dari mama bapak walaupun keliatan sok keras aslinya aku manja banget,"For example, if my soul mate comes soon, I hope he will be someone from outside Sulawesi or at least not from Luwuk and the surrounding area, the reason is so that I can forget the past, but can I stay away from my mother and father, even though I seem to be strict, actually I am really spoiled.","{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.3182}",0.3182,positif
Senin 14 Maret 2022 pukul 12.00 WIB sampai dengan 13.30 WIB bertempat di Polres Poso unit Lalu lintas telah dilaksanakan Pendampingan dan wawancara Penelitian Kemasyarakatan oleh PK Pertama Adhi. S terhadap 1 orang ABH atas perkara Pasal 310 ayat (4) UU No. 22 Thn 2009.......,Senin 14 Maret 2022 pukul 12.00 WIB sampai dengan 13.30 WIB bertempat di Polres Poso unit Lalu lintas telah dilaksanakan Pendampingan dan wawancara Penelitian Kemasyarakatan oleh PK Pertama Adhi. S terhadap 1 orang ABH atas perkara Pasal 310 ayat (4) UU No. 22 Thn 2009.......,"Monday 14 March 2022 from 12.00 WIB to 13.30 WIB at the Poso Police Traffic Unit, Community Research Assistance and interviews were carried out by PK Pertama Adhi. S against 1 ABH person in the case of Article 310 paragraph (4) of Law no. 22 2009.......","{'neg': 0.05, 'neu': 0.95, 'pos': 0.0, 'compound': -0.296}",-0.296,negatif
Senin 14 Maret 2022 Kepala Bapas Luwuk memberikan Piagam Penghargaan kepada pegawai berprestasi yang telah menerapkan budaya disiplin dan memberikan pelayanan yang terbaik kepada masyarakat. Acara yang dilaksanakan saat apel pagi dan secara langsung dirangkaikan pemberian......,Senin 14 Maret 2022 Kepala Bapas Luwuk memberikan Piagam Penghargaan kepada pegawai berprestasi yang telah menerapkan budaya disiplin dan memberikan pelayanan yang terbaik kepada masyarakat. Acara yang dilaksanakan saat apel pagi dan secara langsung dirangkaikan pemberian......,Monday 14 March 2022 The Head of Bapas Luwuk gave a Certificate of Appreciation to outstanding employees who have implemented a culture of discipline and provided the best service to the community. The event was held during the morning assembly and was directly combined with giving......,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Otw Luwuk lobu,Otw Luwuk lobu,"Oh, Luwuk lobu","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Rabu 12 Januari 2022 Jajaran Kantor Wilayah Sulawesi Tengah melaksanakan penandatanganan deklarasi janji kinerja dan penandatanganan komitmen pelaksanaan Zona Integritas dengan tema Menjadi Insan Pengayoman yang Lebih Baik Semakin PASTI Menuju Indonesia Maju .,Rabu 12 Januari 2022 Jajaran Kantor Wilayah Sulawesi Tengah melaksanakan penandatanganan deklarasi janji kinerja dan penandatanganan komitmen pelaksanaan Zona Integritas dengan tema Menjadi Insan Pengayoman yang Lebih Baik Semakin PASTI Menuju Indonesia Maju .,"Wednesday 12 January 2022 The Central Sulawesi Regional Office signed a performance pledge declaration and signed a commitment to implement the Integrity Zone with the theme of Becoming a Better Protecting Person, More SURE Towards an Advanced Indonesia.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Luwuk memang t bisa ada tampat hiburan KACAU turus piki. Kalo mabo pulang tdr lebeh bagus,Luwuk memang t bisa ada tampat hiburan KACAU turus piki. Kalo mabo pulang tdr lebeh bagus,"Luwuk really can't be a place for entertainment. It's chaotic and messy. If you want to go home, it's better to go home","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Luwuk vibes me : ehh ayoo sama sama makan pisang goreng ini ee sb : ada me : hah? ,Luwuk vibes me : ehh ayoo sama sama makan pisang goreng ini ee sb : ada me : hah?,"Luwuk vibes me: ehh, let's eat these fried bananas together, ee SB: there's me: huh?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Ini org harus belajar cara hubungi org dgn nomor baru. Chat hari minggu tanpa perkenalkan dia siapa trus tiba2 minta dikirimkan notulen rapat skrg. Pas cek nomornya di get contact eh ternyata admin Luwuk. Woow tdk bisa ku bayangkan kalo cara dia hubungi transportir juga begini,Ini org harus belajar cara hubungi org dgn nomor baru. Chat hari minggu tanpa perkenalkan dia siapa trus tiba2 minta dikirimkan notulen rapat skrg. Pas cek nomornya di get contact eh ternyata admin Luwuk. Woow tdk bisa ku bayangkan kalo cara dia hubungi transportir juga begini,"These people have to learn how to contact people with new numbers. Chat on Sunday without introducing who he is then suddenly ask to send you meeting minutes now. When I checked the number and got contact, it turned out to be admin Luwuk. Wow, I can't imagine how he contacted the transporter like this","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Mohon pak ahok tindak lanjuti tinggi nya harga bbm di luwuk Sulawesi Tengah. Banyak masyarakat mengeluh harga bbm @basuki_btp,Mohon pak ahok tindak lanjuti tinggi nya harga bbm di luwuk Sulawesi Tengah. Banyak masyarakat mengeluh harga bbm @basuki_btp,"Sir Ahok, please follow up on the high fuel prices in Luwuk, Central Sulawesi. Many people complain about fuel prices @basuki_btp","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Duh mati tupperware mama ketinggalan di ATM luwuk sabisanya baru ingat skrg dahlah,Duh mati tupperware mama ketinggalan di ATM luwuk sabisanya baru ingat skrg dahlah,"Oh my mom, my Tupperware is dead, I forgot it at the Luwuk ATM, but I just remembered it now","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Kaget bgt ada yg msuk kamar pas tidur trnyata inun nganterin tinutuan trus blg gabisa lama mau ke luwuk. Nge WA ilham trus dia blg dia mau ke luwuk besok daerahan. Oiiii kalian kok jahat sih giliran aku di luwuk ga ada yg dtg pas aku balik malah ditinggal ke luwuk ,Kaget bgt ada yg msuk kamar pas tidur trnyata inun nganterin tinutuan trus blg gabisa lama mau ke luwuk. Nge WA ilham trus dia blg dia mau ke luwuk besok daerahan. Oiiii kalian kok jahat sih giliran aku di luwuk ga ada yg dtg pas aku balik malah ditinggal ke luwuk,"I was really surprised that someone came into the room while I was sleeping and it turned out that Inun was delivering Tinutuan and then said I couldn't go to Luwuk for long. WA was inspired then he said he wanted to go to Luwuk area tomorrow. Oh, how come you guys are so mean, it was my turn in Luwuk, no one came when I came back, instead they left me in Luwuk.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Asik cair trims Pemda Luwuk. Yuk satu bulan sisanya bisa cair lagi gausa fafifu ,Asik cair trims Pemda Luwuk. Yuk satu bulan sisanya bisa cair lagi gausa fafifu,"Enjoy the liquid, thanks Luwuk Regional Government. Come on, the remaining one month can be liquid again gausa fafifu","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Mudik ke kota orang wkwk.. mudah mudah jadi mudik terakhir ke Luwuk.. next bisa mudik terus bareng org rumah,Mudik ke kota orang wkwk.. mudah mudah jadi mudik terakhir ke Luwuk.. next bisa mudik terus bareng org rumah,"Going home to the city of people hahaha... easy, easy, it will be the last time going home to Luwuk... next time you can continue going home with people from home","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Mo pulang luwuk malah ga punya duit anjay,Mo pulang luwuk malah ga punya duit anjay,"Mo went home from Luwuk and didn't even have any money, Anjay","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
PAK JOKOWI KE LUWUK TUH KAYA .. KNP GA PAS GW ISHIP SIH? ,PAK JOKOWI KE LUWUK TUH KAYA .. KNP GA PAS GW ISHIP SIH?,PAK JOKOWI IS GOING TO LUWUK RICH.. KNP IS NOT FIT FOR GW ISHIP?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Mimpiin org yg ga pengen diinget. Mana samperin sampe ke luwuk lagi,Mimpiin org yg ga pengen diinget. Mana samperin sampe ke luwuk lagi,Dream about people you don't want to remember. Where do you get to Luwuk again?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Liat di tiktok ada yg dibangunin sahur sama anak-anak kompleksnya aku jadi kangen puasa di Luwuk yg tiap sahur dibangunin gt jugakkk sama anak-anak kompleksku. Yg awalnya nyebut aku doang hari hari berikutnya udah bawa mama papaku juga ,Liat di tiktok ada yg dibangunin sahur sama anak-anak kompleksnya aku jadi kangen puasa di Luwuk yg tiap sahur dibangunin gt jugakkk sama anak-anak kompleksku. Yg awalnya nyebut aku doang hari hari berikutnya udah bawa mama papaku juga,"I saw on TikTok that someone was building a sahur compound for the children, I really miss fasting in Luwuk, where every sahur I also build a complex for my children. The one who initially mentioned me only brought my mother and father the next day","{'neg': 0.0, 'neu': 0.946, 'pos': 0.054, 'compound': 0.2732}",0.2732,positif
Jalan ke banggai luwuk seru ga sih? Wkwkkw,Jalan ke banggai luwuk seru ga sih? Wkwkkw,Is the trip to Banggai Luwuk exciting? Wow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
setiap perpindahan kota pasti satu masalah utama tuh breakout di muka ada aja. skrg tbtb kering bgt muka mo nangis hiks pdhl air luwuk dingin seger tp itu hawa nya panas bgt balik lg cocok2an emg️,setiap perpindahan kota pasti satu masalah utama tuh breakout di muka ada aja. skrg tbtb kering bgt muka mo nangis hiks pdhl air luwuk dingin seger tp itu hawa nya panas bgt balik lg cocok2an emg️,"Every time you move to a city, one major problem is always facial breakouts. now your face is so dry, you want to cry sob even though the water in Luwuk is cool and refreshing but the air is really hot, it's fine again, it's fine, really️","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Jakarta - Madiun - Trenggalek - Madiun - Jakarta - Makassar - Luwuk.. dalam 2 hari ,Jakarta - Madiun - Trenggalek - Madiun - Jakarta - Makassar - Luwuk.. dalam 2 hari,Jakarta - Madiun - Trenggalek - Madiun - Jakarta - Makassar - Luwuk.. in 2 days,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Next luwuk letsss goooooo~~~~,Next luwuk letsss goooooo~~~~,Next luwuk letsss goooooo~~~~,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Selayar kayaknya asik ya? atau Tanjung Puting? atau Luwuk Banggai? atau Toraja? atau Sumba? atau Waerebo? ah banyak kali wishlist ini,Selayar kayaknya asik ya? atau Tanjung Puting? atau Luwuk Banggai? atau Toraja? atau Sumba? atau Waerebo? ah banyak kali wishlist ini,"Seems like fun, right? or Tanjung Puting? or Luwuk Banggai? or Toraja? or Sumba? or Waerebo? Ah, there are so many wishes on this wish list","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Ni mau ngeprint aja degdegan stgh mati karena print harus di kertas yang udah dicap basah RSUD Luwuk:) sampe salah ga ngerti lagi Banggai jauh bos. Untung kelar besok tinggal ke Dinkes ,Ni mau ngeprint aja degdegan stgh mati karena print harus di kertas yang udah dicap basah RSUD Luwuk:) sampe salah ga ngerti lagi Banggai jauh bos. Untung kelar besok tinggal ke Dinkes,"I just want to print it and I'm nervous about dying because the print has to be on paper that has been wet stamped by Luwuk Regional Hospital :) until it's wrong, I don't understand anymore. Very proud boss. Luckily it will be finished tomorrow, just go to the Health Office","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Terimakasih Luwuk ,Terimakasih Luwuk,Thank you Luwuk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
